Cap Fiscal Year,Cap Type,Employer (Petitioner) Name,Industry 1,Industry 2,Occupation 1,Occupation 2,Petitioner City,Petitioner State,Petitioner ZIP Code,Tax ID,Initial Approval (Workers),Continuing Approval (Workers),Total Approval,Initial Denial (Workers),Continuing Denial (Workers),Total Denial,Worksite State,Consular Processed,Hourly Wage
2021,Supplemental,INTEGRATED SITE SERVICES INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Greeley,Colorado,80631,2582,4,0,4,0,0,0,Colorado,Yes,$16.00 - $17.99
2021,Exempt,INTER TECH BUILDERS INC,N/A,,N/A,,Tamuning,Guam,96931,7913,0,0,0,35,0,35,N/A,Yes,N/A
2021,2nd Half,INTERIORWORX LLC FOR INTERMOUNTAIN,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Salt Lake City,Utah,84104,9947,130,0,130,0,0,0,Utah,Yes,$14.00 - $15.99
2021,Exempt,INTERIORWORX LLC FOR INTERMOUNTAIN,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Salt Lake City,Utah,84104,9947,5,0,5,0,0,0,Idaho,Yes,$14.00 - $15.99
2021,1st Half,INTERIORWORX LLC FOR INTERMOUNTAIN,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Salt Lake City,Utah,84104,9947,101,0,101,0,0,0,Utah,Yes,$14.00 - $15.99
2021,Supplemental,INTERIORWORX LLC FOR INTERMOUNTAIN,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Salt Lake City,Utah,84104,9947,25,0,25,0,0,0,Idaho,Yes,$14.00 - $15.99
2021,Supplemental,INTERMOUNTAIN ROOFING INC,23,Construction,47,Construction and Extraction Occupations,Jackson,Wyoming,83002,6226,5,0,5,0,0,0,Wyoming,Yes,$16.00 - $17.99
2021,Supplemental,INTERSTATE AMUSEMENTS OF AMERICA I,71,"Arts, Entertainment, and Recreation",39,Personal Care and Service Occupations,New Smyrna Beach,Florida,32170,6019,9,0,9,0,0,0,Florida,Yes,$9.99 and under
2021,1st Half,INTERSTATE BUILDING MATERIALS INC,31-33,Manufacturing,51,Production Occupations,Pittston,Pennsylvania,18640,9867,20,0,20,0,0,0,Pennsylvania,Yes,$12.00 - $13.99
2021,Exempt,INTERSTATE BUILDING MATERIALS INC,31-33,Manufacturing,51,Production Occupations,Pittston,Pennsylvania,18640,9867,0,27,27,0,0,0,Pennsylvania,No,$12.00 - $13.99
2021,Exempt,INTERSTATE BUILDING MATERIALS INC,31-33,Manufacturing,51,Production Occupations,Pittston,Pennsylvania,18640,9867,0,5,5,0,0,0,Pennsylvania,No,$14.00 - $15.99
2021,2nd Half,INTERSTATE BUILDING MATERIALS INC,31-33,Manufacturing,51,Production Occupations,Pittston,Pennsylvania,18640,9867,27,0,27,0,0,0,Pennsylvania,Yes,$12.00 - $13.99
2021,Exempt,INTERSTATE BUILDING MATERIALS INC,31-33,Manufacturing,53,Transportation and Material Moving Occupations,Pittston,Pennsylvania,18640,9867,0,18,18,0,0,0,Pennsylvania,No,$14.00 - $15.99
2021,Exempt,INTL FORESTRY SOLUTIONS LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Saint James City,Florida,33956,3012,0,25,25,0,0,0,Florida,No,$14.00 - $15.99
2021,Supplemental,INTL REAL GENERAL CONTRACTORS LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Olmsted Falls,Ohio,44138,4534,0,0,0,1,0,1,Ohio,Yes,$20.00 and more
2021,Exempt,INTRAWEST HOSPITALITY MGMT INC D/B,72,Accommodation and Food Services,37,Building and Grounds Cleaning and Maintenance Occupations,Winter Park,Colorado,80482,6496,0,8,8,0,0,0,Colorado,No,$14.00 - $15.99
2021,1st Half,INVESTMENTS BY SMITH INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Parker,Colorado,80134,730,20,0,20,0,0,0,Colorado,Yes,$16.00 - $17.99
2021,Exempt,INVESTMENTS BY SMITH INC DBA AMERI,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Parker,Colorado,80134,730,9,0,9,0,0,0,Colorado,Yes,$16.00 - $17.99
2021,Supplemental,INVESTMENTS BY SMITH INC DBA AMERI,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Parker,Colorado,80134,730,16,0,16,0,0,0,Colorado,Yes,$16.00 - $17.99
2021,2nd Half,IOTB LLC,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,Westbury,New York,11590,9881,14,0,14,0,0,0,Maine,Yes,$12.00 - $13.99
2021,2nd Half,IOTB LLC,53,Real Estate and Rental and Leasing,37,Building and Grounds Cleaning and Maintenance Occupations,Westbury,New York,11590,9881,8,0,8,0,0,0,Maine,Yes,$12.00 - $13.99
2021,Exempt,IOTB LLC,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,Westbury,New York,11590,9881,5,0,5,0,0,0,Maine,No,$12.00 - $13.99
2021,Exempt,IOWA CIVIL CONTRACTING INC,23,Construction,47,Construction and Extraction Occupations,Victor,Iowa,52347,9684,5,0,5,0,0,0,Nebraska,Yes,$18.00 - $19.99
2021,Supplemental,IOWA CIVIL CONTRACTING INC,23,Construction,47,Construction and Extraction Occupations,Victor,Iowa,52347,9684,5,0,5,0,0,0,Nebraska,Yes,$18.00 - $19.99
2021,1st Half,IOWA CIVIL CONTRACTING INC,23,Construction,47,Construction and Extraction Occupations,Victor,Iowa,52347,9684,9,0,9,0,0,0,Iowa,Yes,$16.00 - $17.99
2021,2nd Half,IOWA CIVIL CONTRACTING INC,23,Construction,47,Construction and Extraction Occupations,Victor,Iowa,52347,9684,10,0,10,0,0,0,Iowa,Yes,$16.00 - $17.99
2021,2nd Half,IOWA PLAINS SIGNING INC,23,Construction,33,Protective Service Occupations,Slater,Iowa,50244,1734,18,0,18,0,0,0,Iowa,Yes,$14.00 - $15.99
2021,Supplemental,IRRECO LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Westbury,New York,11590,767,17,0,17,0,0,0,Missouri,Yes,$14.00 - $15.99
2021,2nd Half,IRRIGATION SOLUTIONS,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Westbury,New York,11590,3367,3,0,3,0,0,0,New York,Yes,$16.00 - $17.99
2021,2nd Half,ISAACS MOVING AND STORAGE INC,48-49,Transportation and Warehousing,53,Transportation and Material Moving Occupations,Stoughton,Massachusetts,2072,3862,15,0,15,0,0,0,Pennsylvania,Yes,$14.00 - $15.99
2021,2nd Half,ISLAND DESIGN AND LANDSCAPING INC,44-45,Retail Trade,45,"Farming, Fishing, and Forestry Occupations",Westbury,New York,11590,4014,2,0,2,0,0,0,New York,Yes,$16.00 - $17.99
2021,Supplemental,ISLAND ENTERTAINMENT INC DBA SPRIN,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,North Providence,Rhode Island,2911,1387,8,0,8,0,0,0,Rhode Island,Yes,$14.00 - $15.99
2021,Supplemental,ISLAND ENTERTAINMENT INC DBA SPRIN,72,Accommodation and Food Services,37,Building and Grounds Cleaning and Maintenance Occupations,North Providence,Rhode Island,2911,1387,6,0,6,0,0,0,Rhode Island,Yes,$14.00 - $15.99
2021,2nd Half,ISLAND ENTERTAINMENT INC DBA SPRIN,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,North Providence,Rhode Island,2911,1387,1,0,1,0,0,0,Rhode Island,Yes,$14.00 - $15.99
2021,Exempt,ISLAND ENTERTAINMENT INC DBA SPRIN,N/A,,N/A,,North Providence,Rhode Island,2911,1387,0,7,7,0,0,0,N/A,No,N/A
2021,Exempt,ISLAND ENTERTAINMENT INC DBA SPRIN,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,North Providence,Rhode Island,2911,1387,0,17,17,0,0,0,Rhode Island,No,$12.00 - $13.99
2021,Exempt,ISLAND ENTERTAINMENT INC DBA SPRIN,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,North Providence,Rhode Island,2911,1387,0,4,4,0,0,0,Rhode Island,No,$14.00 - $15.99
2021,Exempt,ISLAND ENTERTAINMENT INC DBA SPRIN,72,Accommodation and Food Services,37,Building and Grounds Cleaning and Maintenance Occupations,North Providence,Rhode Island,2911,1387,0,3,3,0,0,0,Rhode Island,No,$14.00 - $15.99
2021,Exempt,ISLAND HOUSE INC DBA ISLAND HOUSE,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,Mackinac Island,Michigan,49757,1090,0,3,3,0,0,0,Michigan,No,$10.00 - $11.99
2021,Exempt,ISLAND HOUSE INC DBA ISLAND HOUSE,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,Mackinac Island,Michigan,49757,1090,0,12,12,0,0,0,Michigan,No,$12.00 - $13.99
2021,Exempt,ISLAND HOUSE INC DBA ISLAND HOUSE,72,Accommodation and Food Services,37,Building and Grounds Cleaning and Maintenance Occupations,Mackinac Island,Michigan,49757,1090,0,15,15,0,0,0,Michigan,No,$12.00 - $13.99
2021,Supplemental,ISLAND HOUSE INC DBA ISLAND HOUSE,72,Accommodation and Food Services,37,Building and Grounds Cleaning and Maintenance Occupations,Mackinac Island,Michigan,49757,1090,10,0,10,0,0,0,Michigan,Yes,$12.00 - $13.99
2021,2nd Half,ISLAND LANDSCAPES LLC DBA YARDWORK,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Sullivans Island,South Carolina,29482,4467,25,0,25,0,0,0,South Carolina,Yes,$14.00 - $15.99
2021,2nd Half,ISLAND OPERATION LLC,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,Portland,Maine,4101,9529,28,0,28,0,0,0,Maine,Yes,$16.00 - $17.99
2021,1st Half,ISLAND SEAFOOD CO INC,31-33,Manufacturing,51,Production Occupations,Amherst,Virginia,24521,8852,15,0,15,0,0,0,Virginia,Yes,$12.00 - $13.99
2021,Exempt,ISLANDS MECHANICAL CONTRACTOR INC,N/A,,N/A,,Barrigada,Guam,96913,4925,112,0,112,0,0,0,N/A,Yes,N/A
2021,Exempt,ISLANDS MECHANICAL CONTRACTOR INC,N/A,,N/A,,Tamuning,Guam,96913,4925,34,0,34,0,0,0,N/A,Yes,N/A
2021,2nd Half,ISOD LAWN & GARDEN CARE INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Florham Park,New Jersey,7932,8044,6,0,6,0,0,0,New Jersey,Yes,$16.00 - $17.99
2021,1st Half,ISOLA STABLES INC,71,"Arts, Entertainment, and Recreation",39,Personal Care and Service Occupations,Redwood City,California,94062,2304,2,0,2,0,0,0,California,Yes,$16.00 - $17.99
2021,1st Half,ISP SPORTS LLC,61,Educational Services,39,Personal Care and Service Occupations,Randolph,New Jersey,7869,3320,0,15,15,0,0,0,New Jersey,Yes,$14.00 - $15.99
2021,2nd Half,IT S MAGIC INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Pinetop,Arizona,85935,981,28,0,28,0,0,0,Arizona,Yes,$12.00 - $13.99
2021,Supplemental,IVY GREEN LAWN CARE LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Tyrone,Georgia,30290,4559,14,0,14,0,0,0,Georgia,Yes,$14.00 - $15.99
2021,2nd Half,IVY HILL NURSERY COMPANY INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lovingston,Virginia,22949,7685,30,0,30,0,0,0,Maryland,Yes,$16.00 - $17.99
2021,1st Half,J & A FOODS LLC,71,"Arts, Entertainment, and Recreation",39,Personal Care and Service Occupations,Phoenix,Arizona,85044,2065,5,0,5,0,0,0,Arizona,Yes,$10.00 - $11.99
2021,Supplemental,J & J CONSTRUCTION CO,23,Construction,47,Construction and Extraction Occupations,Brighton,Michigan,48116,2571,9,0,9,0,0,0,Michigan,Yes,$20.00 and more
2021,Supplemental,J & J LAWN AND LANDSCAPING INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Exton,Pennsylvania,19341,6118,4,0,4,0,0,0,Pennsylvania,Yes,$16.00 - $17.99
2021,1st Half,J & J PINE NEEDLES LLC,11,"Agriculture, Forestry, Fishing and Hunting",45,"Farming, Fishing, and Forestry Occupations",Heath Springs,South Carolina,29058,7247,110,0,110,0,0,0,South Carolina,Yes,$12.00 - $13.99
2021,2nd Half,J & L LAWNS AND LANDSCAPING LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Milmay,New Jersey,8340,8992,9,0,9,0,0,0,New Jersey,Yes,$14.00 - $15.99
2021,1st Half,J & L SNOW REMOVAL INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Chesterland,Ohio,44026,7331,4,0,4,0,0,0,Ohio,Yes,$16.00 - $17.99
2021,Exempt,J & L SNOW REMOVAL INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Chesterland,Ohio,44026,7331,0,11,11,0,0,0,Ohio,No,$16.00 - $17.99
2021,1st Half,J & M LAWN CARE INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lovingston,Virginia,22949,1827,35,0,35,0,0,0,Missouri,Yes,$14.00 - $15.99
2021,Exempt,J & M LAWN CARE INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lovingston,Virginia,22949,1827,30,0,30,0,0,0,Missouri,Yes,$14.00 - $15.99
2021,Supplemental,J & W SEAFOOD OF VIRGINIA INC,31-33,Manufacturing,51,Production Occupations,Amherst,Virginia,24521,1899,12,0,12,0,0,0,Virginia,Yes,$10.00 - $11.99
2021,2nd Half,J AND B SALES AND SERVICE INC,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Sumterville,Florida,33585,1607,4,0,4,0,0,0,Florida,Yes,$9.99 and under
2021,2nd Half,J AND C ENTERTAINMENT LLC,71,"Arts, Entertainment, and Recreation",39,Personal Care and Service Occupations,Cochranville,Pennsylvania,19330,1476,13,0,13,0,0,0,Pennsylvania,Yes,$9.99 and under
2021,2nd Half,J AND E FRUIT AND PRODUCE INC,42,Wholesale Trade,43,Office and Administrative Support Occupations,Provincetown,Massachusetts,2657,2330,9,0,9,0,0,0,Massachusetts,Yes,$14.00 - $15.99
2021,Exempt,J AND J FORESTRY SERVICES LLC,11,"Agriculture, Forestry, Fishing and Hunting",45,"Farming, Fishing, and Forestry Occupations",Heath Springs,South Carolina,29058,9142,20,0,20,0,0,0,Virginia,No,$16.00 - $17.99
2021,2nd Half,J AND P POOL SERVICE,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Westbury,New York,11590,7406,6,0,6,0,0,0,New York,Yes,$16.00 - $17.99
2021,Supplemental,J AND V LAWN SERVICE LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Norristown,Pennsylvania,19403,1849,8,0,8,0,0,0,Pennsylvania,Yes,$16.00 - $17.99
2021,1st Half,J BERNARD SEAFOOD PROCESSING INC,31-33,Manufacturing,53,Transportation and Material Moving Occupations,Cottonport,Louisiana,71327,3300,4,0,4,0,0,0,Louisiana,Yes,$9.99 and under
2021,Supplemental,J COTA FORESTRY,11,"Agriculture, Forestry, Fishing and Hunting",45,"Farming, Fishing, and Forestry Occupations",Montague,California,96064,8113,10,0,10,0,0,0,California,Yes,$14.00 - $15.99
2021,Supplemental,J CREW PROPERTY MANAGEMENT LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Amherst,Virginia,24521,575,15,0,15,0,0,0,Arkansas,Yes,$12.00 - $13.99
2021,Supplemental,J CRUZ PRODUCE,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Patterson,Georgia,31557,9345,30,0,30,0,0,0,Georgia,Yes,$16.00 - $17.99
2021,Supplemental,J CRUZ PRODUCE,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Patterson,Georgia,31557,9345,10,0,10,0,0,0,Mississippi,Yes,$12.00 - $13.99
2021,Exempt,J CRUZ PRODUCE,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Patterson,Georgia,31557,9345,0,3,3,0,0,0,Georgia,No,$16.00 - $17.99
2021,2nd Half,J D LAWN SERVICES INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Havre De Grace,Maryland,21078,6473,20,0,20,0,0,0,Maryland,Yes,$16.00 - $17.99
2021,1st Half,J F D LANDSCAPES INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lovingston,Virginia,22949,406,10,0,10,0,0,0,Ohio,Yes,$14.00 - $15.99
2021,2nd Half,J F D LANDSCAPES INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lovingston,Virginia,22949,406,16,0,16,0,0,0,Ohio,Yes,$16.00 - $17.99
2021,2nd Half,J KUHN ENTERPRISES INC DBA A J ASP,23,Construction,47,Construction and Extraction Occupations,Lovingston,Virginia,22949,8344,6,0,6,0,0,0,Ohio,Yes,$20.00 and more
2021,2nd Half,J LIEBERMAN LANDSCAPING,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Westbury,New York,11590,7741,4,0,4,0,0,0,New Jersey,Yes,$16.00 - $17.99
2021,Exempt,J M YANEZ CONSTRUCTION INC,23,Construction,47,Construction and Extraction Occupations,Sulphur Springs,Texas,75483,3545,12,0,12,0,0,0,Texas,Yes,$16.00 - $17.99
2021,1st Half,J M YANEZ CONSTRUCTION INC,23,Construction,47,Construction and Extraction Occupations,Sulphur Springs,Texas,75482,3545,15,0,15,0,0,0,Texas,Yes,$14.00 - $15.99
2021,Supplemental,J NICHOLS CONSTRUCTION INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Wylie,Texas,75098,2904,10,0,10,0,0,0,Texas,Yes,$14.00 - $15.99
2021,Supplemental,J T HOOVER CONCRETE CONTRACTOR INC,23,Construction,47,Construction and Extraction Occupations,Bear,Delaware,19701,3803,9,0,9,0,0,0,Delaware,Yes,$20.00 and more
2021,2nd Half,J TORTORELLA HEATING & GAS SPCS IN,23,Construction,53,Transportation and Material Moving Occupations,Hampton Bays,New York,11946,6255,2,0,2,0,0,0,New York,Yes,$16.00 - $17.99
2021,2nd Half,J TORTORELLA SWIMMING POOL SVC & M,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Hampton Bays,New York,11946,1967,11,0,11,0,0,0,New York,Yes,$16.00 - $17.99
2021,2nd Half,J TORTORELLA SWIMMING POOL SVC & M,23,Construction,53,Transportation and Material Moving Occupations,Hampton Bays,New York,11946,1967,6,0,6,0,0,0,New York,Yes,$16.00 - $17.99
2021,Supplemental,J WEST INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Northport,Alabama,35473,4956,14,0,14,0,0,0,Mississippi,Yes,$12.00 - $13.99
2021,1st Half,J&B FISHERIES LLC,11,"Agriculture, Forestry, Fishing and Hunting",45,"Farming, Fishing, and Forestry Occupations",Beaufort,North Carolina,28516,5616,5,0,5,0,0,0,Louisiana,Yes,$20.00 and more
2021,Supplemental,J&M POOL PLASTERING INC,23,Construction,47,Construction and Extraction Occupations,Rowlett,Texas,75088,6510,11,0,11,0,0,0,Texas,Yes,$14.00 - $15.99
2021,2nd Half,J&R CONSTRUCTION LLC,23,Construction,47,Construction and Extraction Occupations,Garden City,Kansas,67846,7639,5,0,5,0,0,0,Kansas,Yes,$16.00 - $17.99
2021,Supplemental,J&R CONSTRUCTION LLC,23,Construction,47,Construction and Extraction Occupations,Garden City,Kansas,67846,7639,5,0,5,0,0,0,Kansas,Yes,$16.00 - $17.99
2021,Supplemental,J&R LAWN AND LANDSCAPE LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Newport News,Virginia,23605,5815,10,0,10,0,0,0,Virginia,Yes,$12.00 - $13.99
2021,2nd Half,J4 FENCING & SERVICES LLC,23,Construction,47,Construction and Extraction Occupations,El Campo,Texas,77437,5891,22,0,22,0,0,0,Texas,Yes,$14.00 - $15.99
2021,1st Half,JACK S HERITAGE PRODUCE,11,"Agriculture, Forestry, Fishing and Hunting",53,Transportation and Material Moving Occupations,Tremonton,Utah,84337,7556,5,0,5,0,0,0,Utah,No,$12.00 - $13.99
2021,2nd Half,JACKIE S TOO INC,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,Ogunquit,Maine,3907,5196,5,0,5,0,0,0,Maine,Yes,$12.00 - $13.99
2021,1st Half,JACKSON HOLE MOUNTAIN RESORT CORPO,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Teton Village,Wyoming,83025,2584,4,0,4,0,0,0,Wyoming,Yes,$18.00 - $19.99
2021,1st Half,JACKSONS NURSERY INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Greensburg,Indiana,47240,9341,3,0,3,0,0,0,Indiana,Yes,$14.00 - $15.99
2021,Exempt,JACKSONS NURSERY INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Greensburg,Indiana,47240,9341,3,0,3,0,0,0,Indiana,Yes,$14.00 - $15.99
2021,2nd Half,JAGS LAWN AND LANDSCAPE,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Springfield,Missouri,65809,7525,10,0,10,0,0,0,Missouri,Yes,$12.00 - $13.99
2021,1st Half,JAGS LAWN AND LANDSCAPE,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Springfield,Missouri,65809,7525,8,0,8,0,0,0,Missouri,Yes,$12.00 - $13.99
2021,Supplemental,JAIME HIGGINS LANDSCAPING INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Aston,Pennsylvania,19014,455,7,0,7,0,0,0,Pennsylvania,Yes,$16.00 - $17.99
